order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD2018OCT_2677,1,credit_card,8,219.52
ORD2018OCT_7617,1,credit_card,1,63.31
ORD2018OCT_2981,1,credit_card,2,34.79
ORD2018OCT_3172,1,credit_card,2,52.45
ORD2018OCT_9467,1,credit_card,1,49.16
ORD2018OCT_8096,1,boleto,1,34.77
ORD2018OCT_4522,1,credit_card,3,95.25
ORD2018OCT_212,1,credit_card,6,162.41
ORD2018OCT_1485,1,credit_card,1,75.07
ORD2018OCT_9890,1,credit_card,5,178.27
ORD2018OCT_2122,1,credit_card,10,235.78
ORD2018OCT_9327,1,credit_card,1,128.95
ORD2018OCT_698,1,credit_card,5,54.03
ORD2018OCT_4430,1,credit_card,1,61.62
ORD2018OCT_7202,2,voucher,1,16.0
ORD2018OCT_7393,1,boleto,1,76.29
ORD2018OCT_5970,1,credit_card,1,35.86
ORD2018OCT_3254,1,credit_card,4,59.24
ORD2018OCT_2562,1,credit_card,1,66.63
ORD2018OCT_8160,1,credit_card,2,241.45
ORD2018OCT_7391,1,credit_card,4,92.5
ORD2018OCT_8942,1,credit_card,5,137.24
ORD2018OCT_9068,1,credit_card,10,283.99
ORD2018OCT_5280,1,credit_card,1,89.04
ORD2018OCT_1808,1,voucher,1,58.37
ORD2018OCT_2898,1,boleto,1,115.15
ORD2018OCT_446,1,credit_card,1,294.75
ORD2018OCT_1955,1,boleto,1,42.23
ORD2018OCT_2315,1,credit_card,7,76.67
ORD2018OCT_2578,1,credit_card,3,76.39
ORD2018OCT_7355,1,credit_card,1,101.68
ORD2018OCT_7983,1,credit_card,2,62.6
ORD2018OCT_5421,1,boleto,1,131.47
ORD2018OCT_5198,1,credit_card,1,70.73
ORD2018OCT_3137,1,boleto,1,49.56
ORD2018OCT_2933,1,boleto,1,29.34
ORD2018OCT_1600,1,credit_card,8,163.06
ORD2018OCT_4929,1,credit_card,1,58.85
ORD2018OCT_2815,1,credit_card,5,55.75
ORD2018OCT_8537,1,credit_card,2,69.17
ORD2018OCT_7099,1,credit_card,3,274.38
ORD2018OCT_7580,1,credit_card,6,336.31
ORD2018OCT_7466,1,credit_card,6,86.86
ORD2018OCT_4667,1,credit_card,1,92.57
ORD2018OCT_1498,1,boleto,1,126.01
ORD2018OCT_8934,1,credit_card,1,87.64
ORD2018OCT_2786,1,credit_card,1,58.62
ORD2018OCT_6558,1,credit_card,2,211.01
ORD2018OCT_7732,1,credit_card,2,38.42
ORD2018OCT_2457,1,credit_card,1,35.69
ORD2018OCT_8090,1,credit_card,3,247.85
ORD2018OCT_2728,1,credit_card,1,87.55
ORD2018OCT_542,1,credit_card,2,75.53
ORD2018OCT_3822,1,credit_card,6,134.36
ORD2018OCT_663,1,credit_card,1,67.05
ORD2018OCT_1744,1,credit_card,6,188.89
ORD2018OCT_8033,1,credit_card,1,48.31
ORD2018OCT_3130,7,voucher,1,20.54
ORD2018OCT_9417,1,boleto,1,65.71
ORD2018OCT_2318,1,credit_card,1,56.78
ORD2018OCT_7434,1,credit_card,5,56.4
ORD2018OCT_1873,1,boleto,1,51.69
ORD2018OCT_9501,1,credit_card,3,90.81
ORD2018OCT_1637,2,voucher,1,50.0
ORD2018OCT_5299,1,credit_card,1,46.61
ORD2018OCT_869,1,boleto,1,92.67
ORD2018OCT_2834,1,credit_card,2,31.79
ORD2018OCT_9565,1,credit_card,5,125.87
ORD2018OCT_3798,1,credit_card,1,84.32
ORD2018OCT_6609,4,voucher,1,6.14
ORD2018OCT_5353,1,boleto,1,56.85
ORD2018OCT_6059,1,boleto,1,43.98
ORD2018OCT_6065,1,credit_card,1,52.75
ORD2018OCT_1543,1,credit_card,2,50.34
ORD2018OCT_1829,1,voucher,1,19.37
ORD2018OCT_4432,1,credit_card,1,54.7
ORD2018OCT_7331,1,credit_card,10,1104.93
ORD2018OCT_4671,1,credit_card,10,1827.72
ORD2018OCT_4351,1,boleto,1,35.38
ORD2018OCT_1055,1,credit_card,3,262.08
ORD2018OCT_2037,1,credit_card,4,166.29
ORD2018OCT_9417,1,credit_card,3,187.44
ORD2018OCT_5885,1,credit_card,1,61.69
ORD2018OCT_1700,1,credit_card,3,105.15
ORD2018OCT_537,1,credit_card,1,65.94
ORD2018OCT_4289,1,boleto,1,87.48
ORD2018OCT_2118,1,credit_card,7,77.03
ORD2018OCT_7701,1,boleto,1,91.96
ORD2018OCT_3738,1,boleto,1,202.26
ORD2018OCT_8802,1,credit_card,5,158.79
ORD2018OCT_8365,1,credit_card,1,67.44
ORD2018OCT_5780,1,credit_card,10,451.23
ORD2018OCT_9659,1,credit_card,10,158.45
ORD2018OCT_3013,1,boleto,1,473.2
ORD2018OCT_1542,1,credit_card,10,410.91
ORD2018OCT_6688,1,credit_card,3,47.96
ORD2018OCT_6636,1,credit_card,6,166.99
ORD2018OCT_1913,1,credit_card,3,32.0
ORD2018OCT_6844,1,credit_card,3,132.0
ORD2018OCT_313,1,credit_card,5,76.08
ORD2018OCT_4936,1,credit_card,1,43.41
ORD2018OCT_7572,1,credit_card,1,27.3
ORD2018OCT_4009,1,credit_card,1,95.18
ORD2018OCT_2420,1,credit_card,1,6.24
ORD2018OCT_9873,1,credit_card,4,477.77
ORD2018OCT_6479,1,credit_card,1,1341.26
ORD2018OCT_8251,1,credit_card,2,65.71
ORD2018OCT_8161,1,boleto,1,104.41
ORD2018OCT_7851,1,boleto,1,531.75
ORD2018OCT_2042,1,credit_card,1,21.77
ORD2018OCT_8785,1,credit_card,2,128.31
ORD2018OCT_8373,1,credit_card,2,138.12
ORD2018OCT_8985,1,credit_card,1,106.6
ORD2018OCT_6334,1,credit_card,1,58.62
ORD2018OCT_1071,1,boleto,1,78.42
ORD2018OCT_380,1,credit_card,4,42.78
ORD2018OCT_8921,1,credit_card,1,163.78
ORD2018OCT_9074,1,credit_card,2,52.78
ORD2018OCT_9057,2,voucher,1,44.53
ORD2018OCT_1833,1,credit_card,5,314.41
ORD2018OCT_4639,1,credit_card,3,174.26
ORD2018OCT_6638,1,credit_card,10,148.62
ORD2018OCT_134,1,credit_card,4,46.69
ORD2018OCT_1325,1,credit_card,1,36.38
ORD2018OCT_1987,1,credit_card,1,131.44
ORD2018OCT_5842,1,credit_card,7,77.57
ORD2018OCT_3611,1,credit_card,1,29.69
ORD2018OCT_7600,1,credit_card,1,115.35
ORD2018OCT_3340,1,credit_card,1,279.3
ORD2018OCT_7985,1,credit_card,1,33.52
ORD2018OCT_7051,1,credit_card,8,106.54
ORD2018OCT_1815,1,credit_card,5,192.56
ORD2018OCT_2109,1,credit_card,4,309.99
ORD2018OCT_495,1,credit_card,3,91.36
ORD2018OCT_8150,1,credit_card,1,103.37
ORD2018OCT_771,1,credit_card,3,62.31
ORD2018OCT_5829,1,credit_card,7,143.1
ORD2018OCT_9105,1,credit_card,4,242.99
ORD2018OCT_4370,1,credit_card,4,175.22
ORD2018OCT_6793,1,credit_card,4,141.42
ORD2018OCT_3750,1,boleto,1,35.09
ORD2018OCT_1353,1,credit_card,6,208.88
ORD2018OCT_1833,1,credit_card,1,84.49
ORD2018OCT_6812,1,credit_card,3,32.22
ORD2018OCT_7319,1,credit_card,3,58.06
ORD2018OCT_1818,1,credit_card,6,236.41
ORD2018OCT_5834,1,boleto,1,196.98
ORD2018OCT_2393,1,credit_card,1,171.03
ORD2018OCT_560,3,voucher,1,9.71
ORD2018OCT_1907,2,voucher,1,165.0
ORD2018OCT_5764,1,credit_card,1,58.22
ORD2018OCT_2995,1,credit_card,2,54.18
ORD2018OCT_1742,1,debit_card,1,53.9
ORD2018OCT_1883,1,credit_card,1,77.09
ORD2018OCT_2048,1,voucher,1,17.42
ORD2018OCT_3180,1,credit_card,10,336.09
ORD2018OCT_330,1,credit_card,5,55.7
ORD2018OCT_4195,1,boleto,1,75.53
ORD2018OCT_2574,1,credit_card,1,123.49
ORD2018OCT_946,1,credit_card,1,277.48
ORD2018OCT_6924,1,credit_card,10,117.92
ORD2018OCT_4808,1,credit_card,1,441.17
ORD2018OCT_7429,1,boleto,1,85.98
ORD2018OCT_9427,5,voucher,1,1.53
ORD2018OCT_9677,1,boleto,1,129.79
ORD2018OCT_9316,1,credit_card,5,56.7
ORD2018OCT_3591,1,credit_card,6,77.98
ORD2018OCT_1467,1,credit_card,1,57.51
ORD2018OCT_4673,1,credit_card,10,247.75
ORD2018OCT_101,1,credit_card,1,3.54
ORD2018OCT_1629,1,boleto,1,52.75
ORD2018OCT_6349,1,credit_card,6,118.07
ORD2018OCT_9685,1,credit_card,2,263.36
ORD2018OCT_9829,1,credit_card,2,166.4
ORD2018OCT_7268,1,boleto,1,96.37
ORD2018OCT_1104,2,voucher,1,43.92
ORD2018OCT_8186,1,credit_card,1,40.07
ORD2018OCT_1467,1,credit_card,10,257.83
ORD2018OCT_7469,1,credit_card,6,197.29
ORD2018OCT_4713,1,credit_card,1,132.24
ORD2018OCT_149,1,credit_card,7,73.43
ORD2018OCT_7515,1,credit_card,1,145.11
ORD2018OCT_6398,1,credit_card,8,1257.82
ORD2018OCT_1521,1,credit_card,10,256.92
ORD2018OCT_5617,1,boleto,1,284.89
ORD2018OCT_8324,1,credit_card,1,28.41
ORD2018OCT_9570,1,credit_card,2,47.59
ORD2018OCT_8559,1,credit_card,3,35.74
ORD2018OCT_2500,1,credit_card,5,216.15
ORD2018OCT_6251,1,boleto,1,64.86
ORD2018OCT_1778,1,credit_card,3,119.34
ORD2018OCT_6023,1,credit_card,2,22.39
ORD2018OCT_9721,1,credit_card,1,58.14
ORD2018OCT_3735,1,credit_card,1,69.37
ORD2018OCT_9676,1,credit_card,8,227.28
ORD2018OCT_3105,1,credit_card,1,37.47
ORD2018OCT_8336,1,credit_card,3,195.81
ORD2018OCT_9861,1,boleto,1,176.33
ORD2018OCT_5311,1,credit_card,3,36.35
ORD2018OCT_6210,1,credit_card,5,174.21
ORD2018OCT_3878,1,credit_card,2,68.04
ORD2018OCT_275,1,credit_card,9,96.22
ORD2018OCT_4084,1,credit_card,1,53.42
ORD2018OCT_3601,1,credit_card,4,41.79
ORD2018OCT_9604,1,credit_card,4,95.0
ORD2018OCT_3716,1,boleto,1,166.29
ORD2018OCT_5186,1,credit_card,2,199.07
ORD2018OCT_1016,1,boleto,1,192.69
ORD2018OCT_6462,1,credit_card,5,151.14
ORD2018OCT_6304,1,credit_card,2,140.03
ORD2018OCT_2729,1,credit_card,1,270.18
ORD2018OCT_5223,1,credit_card,2,63.73
ORD2018OCT_6803,1,credit_card,6,62.6
ORD2018OCT_3213,1,debit_card,1,300.73
ORD2018OCT_3668,1,credit_card,3,176.71
ORD2018OCT_7205,1,credit_card,1,138.29
ORD2018OCT_6689,1,credit_card,5,111.19
ORD2018OCT_3754,1,credit_card,1,88.72
ORD2018OCT_5544,1,credit_card,3,38.32
ORD2018OCT_4889,1,credit_card,8,94.66
ORD2018OCT_2308,1,voucher,1,148.14
ORD2018OCT_3053,1,credit_card,3,175.54
ORD2018OCT_7164,1,credit_card,2,44.05
ORD2018OCT_1202,1,credit_card,1,27.48
ORD2018OCT_260,2,voucher,1,50.0
ORD2018OCT_8930,1,credit_card,5,286.17
ORD2018OCT_1019,1,credit_card,1,88.72
ORD2018OCT_4952,1,credit_card,1,30.0
ORD2018OCT_5266,1,credit_card,8,1322.97
ORD2018OCT_1459,1,boleto,1,93.12
ORD2018OCT_3184,1,credit_card,2,204.88
ORD2018OCT_4926,1,credit_card,1,171.83
ORD2018OCT_7851,1,credit_card,8,217.15
ORD2018OCT_6471,1,credit_card,3,72.06
ORD2018OCT_4751,1,credit_card,5,54.87
ORD2018OCT_3368,1,credit_card,3,124.79
ORD2018OCT_7345,1,boleto,1,70.59
ORD2018OCT_4639,1,credit_card,7,140.51
ORD2018OCT_422,1,credit_card,1,30.27
ORD2018OCT_1861,1,boleto,1,42.19
ORD2018OCT_2130,1,boleto,1,50.62
ORD2018OCT_7401,2,voucher,1,44.96
ORD2018OCT_5474,1,credit_card,5,861.24
ORD2018OCT_7122,1,debit_card,1,170.31
ORD2018OCT_8252,1,boleto,1,51.71
ORD2018OCT_6550,1,credit_card,1,0.52
ORD2018OCT_3795,1,boleto,1,339.45
ORD2018OCT_3961,1,credit_card,2,210.99
ORD2018OCT_4035,1,credit_card,1,18.87
ORD2018OCT_3631,1,credit_card,1,189.43
ORD2018OCT_6422,1,credit_card,10,135.18
ORD2018OCT_7787,1,credit_card,1,68.12
ORD2018OCT_8960,1,credit_card,8,364.99
ORD2018OCT_2663,1,credit_card,10,181.51
ORD2018OCT_1905,1,credit_card,1,59.96
ORD2018OCT_788,1,credit_card,1,79.51
ORD2018OCT_3639,1,credit_card,2,35.84
ORD2018OCT_1403,1,credit_card,8,400.93
ORD2018OCT_1328,1,credit_card,8,427.23
ORD2018OCT_9622,1,credit_card,2,195.91
ORD2018OCT_3438,1,credit_card,4,112.12
ORD2018OCT_5426,1,credit_card,4,46.52
ORD2018OCT_7091,1,credit_card,1,17.68
ORD2018OCT_8836,1,credit_card,4,221.07
ORD2018OCT_1149,1,boleto,1,54.59
ORD2018OCT_6370,1,credit_card,2,116.62
ORD2018OCT_2809,1,credit_card,1,51.75
ORD2018OCT_9790,1,credit_card,2,71.31
ORD2018OCT_2627,1,credit_card,2,32.69
ORD2018OCT_2808,1,credit_card,2,112.02
ORD2018OCT_8388,1,boleto,1,408.09
ORD2018OCT_3518,1,credit_card,4,101.82
ORD2018OCT_3345,1,credit_card,2,32.38
ORD2018OCT_6792,2,voucher,1,49.73
ORD2018OCT_9591,1,credit_card,1,348.18
ORD2018OCT_5597,1,credit_card,3,46.29
ORD2018OCT_2316,1,credit_card,7,69.97
ORD2018OCT_8187,1,credit_card,1,63.65
ORD2018OCT_9787,1,credit_card,1,35.77
ORD2018OCT_656,1,boleto,1,175.39
ORD2018OCT_1774,1,credit_card,6,65.05
ORD2018OCT_5318,1,credit_card,1,72.48
ORD2018OCT_8912,1,boleto,1,72.36
ORD2018OCT_914,1,boleto,1,95.65
ORD2018OCT_3846,1,debit_card,1,33.37
ORD2018OCT_3527,1,credit_card,1,58.98
ORD2018OCT_1885,1,credit_card,1,85.92
ORD2018OCT_2520,1,credit_card,3,43.1
ORD2018OCT_7380,1,credit_card,1,94.63
ORD2018OCT_8596,1,credit_card,3,92.64
ORD2018OCT_7414,2,voucher,1,100.0
ORD2018OCT_9288,1,credit_card,6,89.35
ORD2018OCT_8848,1,credit_card,2,58.25
ORD2018OCT_6530,1,boleto,1,923.17
ORD2018OCT_5462,1,credit_card,1,65.94
ORD2018OCT_2169,1,credit_card,10,197.64
ORD2018OCT_8950,1,credit_card,10,149.34
ORD2018OCT_6799,1,credit_card,4,100.23
ORD2018OCT_5619,1,credit_card,1,224.32
ORD2018OCT_3190,1,credit_card,1,65.71
ORD2018OCT_891,1,credit_card,2,122.44
ORD2018OCT_5622,1,credit_card,1,69.64
ORD2018OCT_529,1,credit_card,1,356.53
ORD2018OCT_8290,1,credit_card,2,119.25
ORD2018OCT_1831,1,credit_card,1,2.22
ORD2018OCT_6689,1,credit_card,10,165.04
ORD2018OCT_6576,1,boleto,1,218.87
ORD2018OCT_316,1,boleto,1,68.13
ORD2018OCT_2087,1,credit_card,1,80.81
ORD2018OCT_8726,1,credit_card,1,18.29
ORD2018OCT_4129,1,credit_card,3,83.7
ORD2018OCT_6420,1,credit_card,1,116.95
ORD2018OCT_6733,1,boleto,1,74.65
ORD2018OCT_5390,1,credit_card,3,43.58
ORD2018OCT_1013,1,credit_card,3,74.38
ORD2018OCT_7503,1,credit_card,10,359.13
ORD2018OCT_9922,1,credit_card,5,125.01
ORD2018OCT_5637,1,credit_card,3,55.0
ORD2018OCT_1173,1,credit_card,1,207.52
ORD2018OCT_8832,1,credit_card,6,172.84
ORD2018OCT_210,1,credit_card,2,165.72
ORD2018OCT_7913,1,credit_card,10,305.19
ORD2018OCT_2733,1,credit_card,1,44.13
ORD2018OCT_179,1,credit_card,6,79.02
ORD2018OCT_6183,1,credit_card,5,166.81
ORD2018OCT_2685,1,credit_card,3,155.98
ORD2018OCT_5877,1,boleto,1,158.91
ORD2018OCT_156,1,boleto,1,62.17
ORD2018OCT_2842,1,credit_card,4,43.78
ORD2018OCT_8427,1,credit_card,4,229.99
ORD2018OCT_3680,1,credit_card,8,109.5
ORD2018OCT_6565,1,credit_card,2,209.41
ORD2018OCT_2661,1,credit_card,4,197.84
ORD2018OCT_3875,1,credit_card,2,107.55
ORD2018OCT_3778,1,credit_card,6,95.31
ORD2018OCT_9465,1,credit_card,3,61.43
ORD2018OCT_7131,1,credit_card,3,223.36
ORD2018OCT_4446,1,credit_card,3,242.83
ORD2018OCT_1082,1,credit_card,10,1203.68
ORD2018OCT_2442,2,voucher,1,2.36
ORD2018OCT_4729,1,credit_card,3,67.44
ORD2018OCT_1496,1,credit_card,7,107.78
ORD2018OCT_4120,1,boleto,1,64.43
ORD2018OCT_6038,1,credit_card,1,115.66
ORD2018OCT_5055,1,credit_card,1,35.41
ORD2018OCT_61,1,credit_card,4,116.94
ORD2018OCT_9795,1,credit_card,2,136.04
ORD2018OCT_1056,1,boleto,1,70.89
ORD2018OCT_1036,1,credit_card,10,272.63
ORD2018OCT_1098,1,credit_card,6,797.38
ORD2018OCT_8172,1,credit_card,3,36.94
ORD2018OCT_843,1,credit_card,2,46.39
ORD2018OCT_5112,1,boleto,1,39.62
ORD2018OCT_9119,1,credit_card,3,303.11
ORD2018OCT_7062,1,credit_card,1,0.19
ORD2018OCT_8294,1,credit_card,2,116.94
ORD2018OCT_4384,1,credit_card,8,201.14
ORD2018OCT_6403,1,credit_card,4,237.26
ORD2018OCT_5064,1,credit_card,3,74.64
ORD2018OCT_2870,1,voucher,1,226.88
ORD2018OCT_9868,1,credit_card,5,64.82
ORD2018OCT_7944,1,credit_card,10,1119.9
ORD2018OCT_5368,1,credit_card,4,75.08
ORD2018OCT_7103,1,credit_card,2,131.58
ORD2018OCT_8213,1,boleto,1,63.27
ORD2018OCT_1217,1,voucher,1,73.7
ORD2018OCT_6029,1,credit_card,3,163.65
ORD2018OCT_4477,2,voucher,1,15.9
ORD2018OCT_6952,1,credit_card,2,98.35
ORD2018OCT_6399,1,credit_card,1,72.14
ORD2018OCT_2850,1,credit_card,1,52.92
ORD2018OCT_2021,1,credit_card,4,41.88
ORD2018OCT_8263,1,credit_card,3,163.08
ORD2018OCT_1844,1,credit_card,1,309.9
ORD2018OCT_5243,1,credit_card,10,160.83
ORD2018OCT_9198,1,credit_card,6,136.3
ORD2018OCT_4769,1,credit_card,1,126.58
ORD2018OCT_5467,1,boleto,1,264.91
ORD2018OCT_7919,1,credit_card,3,227.36
ORD2018OCT_9082,1,boleto,1,378.93
ORD2018OCT_6301,1,credit_card,1,16.66
ORD2018OCT_5669,1,credit_card,5,166.98
ORD2018OCT_8087,1,boleto,1,117.93
ORD2018OCT_675,1,credit_card,10,623.18
ORD2018OCT_2770,1,credit_card,6,74.64
ORD2018OCT_6560,1,voucher,1,97.87
ORD2018OCT_1646,1,credit_card,10,228.01
ORD2018OCT_3482,1,credit_card,6,108.33
ORD2018OCT_9230,1,credit_card,1,85.14
ORD2018OCT_8632,1,boleto,1,57.68
ORD2018OCT_3014,1,credit_card,3,405.47
ORD2018OCT_5626,1,boleto,1,137.83
ORD2018OCT_6544,1,credit_card,1,35.77
ORD2018OCT_9479,1,credit_card,4,43.63
ORD2018OCT_5329,1,credit_card,6,66.67
ORD2018OCT_9673,1,credit_card,1,56.85
ORD2018OCT_5844,1,credit_card,1,161.23
ORD2018OCT_2961,1,credit_card,6,279.05
ORD2018OCT_4516,1,credit_card,10,169.69
ORD2018OCT_6296,1,credit_card,5,162.6
ORD2018OCT_941,1,credit_card,4,209.46
ORD2018OCT_4646,2,voucher,1,50.0
ORD2018OCT_9629,1,credit_card,1,103.43
ORD2018OCT_2155,1,credit_card,10,219.98
ORD2018OCT_8926,1,boleto,1,40.69
ORD2018OCT_9042,1,credit_card,2,155.42
ORD2018OCT_1242,1,credit_card,3,212.03
ORD2018OCT_2719,1,boleto,1,43.1
ORD2018OCT_3067,1,credit_card,4,41.1
ORD2018OCT_6325,1,credit_card,1,127.87
ORD2018OCT_9533,1,boleto,1,64.63
ORD2018OCT_8385,1,credit_card,2,117.94
ORD2018OCT_1915,1,credit_card,1,179.8
ORD2018OCT_2541,1,credit_card,1,109.41
ORD2018OCT_8874,1,boleto,1,137.25
ORD2018OCT_1631,1,boleto,1,48.0
ORD2018OCT_2575,1,credit_card,7,76.94
ORD2018OCT_1682,1,credit_card,3,52.68
ORD2018OCT_8500,1,credit_card,1,45.5
ORD2018OCT_1976,1,credit_card,3,138.49
ORD2018OCT_2513,1,credit_card,4,266.4
ORD2018OCT_3334,1,credit_card,1,81.05
ORD2018OCT_86,1,boleto,1,28.95
ORD2018OCT_1591,1,credit_card,3,146.88
ORD2018OCT_4435,1,credit_card,1,132.88
ORD2018OCT_8530,1,credit_card,1,47.68
ORD2018OCT_9568,1,boleto,1,382.74
ORD2018OCT_2684,1,boleto,1,501.5
ORD2018OCT_3474,1,credit_card,5,248.36
ORD2018OCT_1245,2,voucher,1,148.94
ORD2018OCT_7788,1,credit_card,10,137.99
ORD2018OCT_2478,1,credit_card,1,30.42
ORD2018OCT_1978,1,credit_card,3,81.65
ORD2018OCT_1082,1,credit_card,1,160.18
ORD2018OCT_7566,1,credit_card,1,64.04
ORD2018OCT_6582,1,credit_card,10,505.68
ORD2018OCT_140,1,credit_card,1,91.89
ORD2018OCT_6735,1,credit_card,1,113.68
ORD2018OCT_5819,1,credit_card,4,101.34
ORD2018OCT_4923,1,credit_card,5,325.47
ORD2018OCT_1850,1,credit_card,2,96.8
ORD2018OCT_7465,1,credit_card,2,125.42
ORD2018OCT_8863,1,credit_card,5,59.42
ORD2018OCT_751,1,credit_card,8,562.03
ORD2018OCT_341,1,credit_card,2,74.5
ORD2018OCT_4815,1,credit_card,6,282.52
ORD2018OCT_523,1,credit_card,5,136.71
ORD2018OCT_9459,1,boleto,1,43.98
ORD2018OCT_2868,1,credit_card,1,33.16
ORD2018OCT_776,1,credit_card,3,139.72
ORD2018OCT_1808,1,credit_card,6,165.24
ORD2018OCT_1128,1,credit_card,1,226.31
ORD2018OCT_886,1,credit_card,2,115.82
ORD2018OCT_4517,1,debit_card,1,27.77
ORD2018OCT_2393,1,boleto,1,74.07
ORD2018OCT_4877,1,credit_card,3,62.96
ORD2018OCT_8499,1,credit_card,4,63.82
ORD2018OCT_4818,1,credit_card,3,356.12
ORD2018OCT_2619,1,credit_card,1,61.8
ORD2018OCT_308,1,credit_card,1,64.44
ORD2018OCT_6631,1,credit_card,7,74.62
ORD2018OCT_1824,1,credit_card,10,192.35
ORD2018OCT_6252,1,credit_card,1,120.0
ORD2018OCT_2535,1,credit_card,6,161.46
ORD2018OCT_6071,1,credit_card,4,185.76
ORD2018OCT_9094,1,boleto,1,123.39
ORD2018OCT_1053,1,credit_card,4,97.98
ORD2018OCT_1522,1,credit_card,1,128.97
ORD2018OCT_8984,1,boleto,1,148.06
ORD2018OCT_754,1,boleto,1,39.24
ORD2018OCT_5210,1,boleto,1,206.72
ORD2018OCT_5121,1,boleto,1,177.39
ORD2018OCT_6823,1,boleto,1,34.0
ORD2018OCT_1468,1,credit_card,1,118.65
ORD2018OCT_5834,1,credit_card,1,19.64
ORD2018OCT_665,1,credit_card,4,202.82
ORD2018OCT_9091,1,boleto,1,108.84
ORD2018OCT_6317,1,boleto,1,144.97
ORD2018OCT_8366,1,credit_card,4,184.93
ORD2018OCT_8797,1,credit_card,3,71.82
ORD2018OCT_9600,1,credit_card,10,106.09
ORD2018OCT_3424,1,credit_card,2,68.18
ORD2018OCT_1479,1,credit_card,3,37.53
ORD2018OCT_615,1,boleto,1,107.9
ORD2018OCT_2918,1,boleto,1,128.5
ORD2018OCT_9031,1,credit_card,1,42.03
ORD2018OCT_5360,1,credit_card,4,89.72
ORD2018OCT_9756,1,credit_card,1,96.65
ORD2018OCT_5372,1,credit_card,3,132.81
ORD2018OCT_4730,1,credit_card,2,81.85
ORD2018OCT_8147,1,boleto,1,64.0
ORD2018OCT_7633,1,credit_card,1,68.35
ORD2018OCT_4056,1,credit_card,1,27.39
ORD2018OCT_3625,3,voucher,1,20.59
ORD2018OCT_7021,1,credit_card,3,68.0
ORD2018OCT_1591,1,credit_card,1,48.64
ORD2018OCT_6581,1,credit_card,1,208.2
ORD2018OCT_4802,1,credit_card,8,207.6
ORD2018OCT_5973,1,boleto,1,477.63
ORD2018OCT_5756,1,credit_card,8,148.06
ORD2018OCT_9925,1,credit_card,1,87.32
ORD2018OCT_6458,1,credit_card,4,94.3
ORD2018OCT_4403,1,credit_card,10,1733.7
ORD2018OCT_1950,1,credit_card,3,182.54
ORD2018OCT_1068,1,credit_card,3,79.2
ORD2018OCT_1595,1,boleto,1,68.74
ORD2018OCT_5057,1,boleto,1,159.75
ORD2018OCT_7801,1,credit_card,3,167.2
ORD2018OCT_8837,1,credit_card,2,218.64
ORD2018OCT_5642,1,boleto,1,67.27
ORD2018OCT_2530,1,credit_card,1,63.86
ORD2018OCT_7220,1,credit_card,10,195.01
ORD2018OCT_8144,1,credit_card,1,760.32
ORD2018OCT_6161,1,credit_card,1,117.76
ORD2018OCT_2058,1,credit_card,3,132.58
ORD2018OCT_8455,1,credit_card,3,44.23
ORD2018OCT_2544,1,boleto,1,269.17
ORD2018OCT_5144,1,credit_card,1,105.33
ORD2018OCT_5749,1,credit_card,2,56.0
ORD2018OCT_8130,1,credit_card,1,22.68
ORD2018OCT_9642,1,credit_card,3,31.85
ORD2018OCT_6774,1,credit_card,6,165.5
ORD2018OCT_4164,1,credit_card,1,95.21
ORD2018OCT_4311,1,credit_card,2,186.7
ORD2018OCT_8412,1,credit_card,4,150.12
ORD2018OCT_8087,1,debit_card,1,43.72
ORD2018OCT_4836,1,debit_card,1,103.85
ORD2018OCT_455,1,credit_card,2,60.23
ORD2018OCT_4856,2,credit_card,10,512.88
ORD2018OCT_9684,1,credit_card,2,56.78
ORD2018OCT_4350,1,credit_card,1,67.79
ORD2018OCT_4170,1,credit_card,2,134.99
ORD2018OCT_4572,1,credit_card,2,92.89
ORD2018OCT_778,1,credit_card,1,42.78
ORD2018OCT_1832,1,credit_card,1,98.04
ORD2018OCT_6044,1,credit_card,4,70.04
ORD2018OCT_7878,10,voucher,1,31.06
ORD2018OCT_5717,1,credit_card,2,176.97
ORD2018OCT_3303,1,credit_card,1,90.63
ORD2018OCT_2011,1,credit_card,2,84.15
ORD2018OCT_2450,1,credit_card,1,75.25
ORD2018OCT_6054,1,credit_card,1,89.11
ORD2018OCT_8079,1,boleto,1,77.57
ORD2018OCT_2813,1,credit_card,10,202.65
ORD2018OCT_1130,1,credit_card,4,118.86
ORD2018OCT_4436,1,credit_card,1,88.74
ORD2018OCT_6048,1,credit_card,4,179.6
ORD2018OCT_4556,1,credit_card,1,127.41
ORD2018OCT_1199,1,credit_card,4,50.46
ORD2018OCT_6088,1,credit_card,2,83.27
ORD2018OCT_1164,1,boleto,1,55.09
ORD2018OCT_6577,1,credit_card,2,138.6
ORD2018OCT_3745,1,credit_card,1,77.09
ORD2018OCT_1272,1,credit_card,8,246.29
ORD2018OCT_8576,1,credit_card,10,684.45
ORD2018OCT_6880,1,credit_card,1,47.86
ORD2018OCT_1429,1,credit_card,6,100.46
ORD2018OCT_5914,1,credit_card,2,89.61
ORD2018OCT_2787,1,credit_card,3,197.12
ORD2018OCT_8818,1,debit_card,1,123.21
ORD2018OCT_2466,1,credit_card,5,220.04
ORD2018OCT_9782,1,boleto,1,23.17
ORD2018OCT_8350,1,credit_card,1,43.0
ORD2018OCT_4563,1,boleto,1,70.7
ORD2018OCT_9721,1,credit_card,1,148.28
